ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE
553,Dietary Supplement/Medications/Remedy,Praval Pishti (Ayurvedic),Mercury,1.0,ppm,Rashtriya Ayurvedic Oushadhi Nirmanshala,INDIA,2012-08-08,False,False
554,Dietary Supplement/Medications/Remedy,Apetamine,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,HAITI,2012-08-09,False,True
555,Toys/Children's Products,Stocking Train,Lead,1.1,ppm,Melissa + Doug,UNITED STATES,2012-08-10,False,False
556,Toys/Children's Products,Water Soluble Painting Crayons,Lead,5.1,ppm,Caran D'Ache,SWITZERLAND,2012-08-10,True,False
557,Dietary Supplement/Medications/Remedy,Herbal Tea,Lead,1.6,ppm,UNKNOWN OR NOT STATED,ECUADOR,2012-08-10,False,False
558,Toys/Children's Products,Modeling Clay,Lead,4.3,ppm,UNKNOWN OR NOT STATED,CHINA,2012-08-10,False,False
559,Toys/Children's Products,Tonka Toy truck,Lead,-1.0,ppm,Hasbro,CHINA,2012-08-10,False,True
560,Food-Spice,Unlabeled spice,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-13,False,False
561,Toys/Children's Products,Crayon,Lead,0.74,ppm,UNKNOWN OR NOT STATED,CHINA,2012-08-13,False,False
562,Toys/Children's Products,Red Dora knocker toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-13,False,True
563,Toys/Children's Products,Yellow Dora shaker toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-13,False,True
564,Food Other,Rock sugar,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-16,False,True
565,Food Other,Luxury tea,Lead,0.74,ppm,Chai Bora Limited,TANZANIA - UNITED REPUBLIC OF,2012-08-20,False,False
566,Dietary Supplement/Medications/Remedy,Five phosph. 6X (Homeopathic),Arsenic,-1.0,ppm,Dr. Reckeweg & Co. GmbH,GERMANY,2012-08-22,False,True
567,Dietary Supplement/Medications/Remedy,Five phosph. 6X (Homeopathic),Lead,-1.0,ppm,Dr. Reckeweg & Co. GmbH,GERMANY,2012-08-22,False,True
568,Dietary Supplement/Medications/Remedy,Five phosph. 6X (Homeopathic),Mercury,-1.0,ppm,Dr. Reckeweg & Co. GmbH,GERMANY,2012-08-22,False,True
569,Cosmetics,Religious Ash,Lead,140.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-22,True,False
570,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-08-31,False,True
571,Toys/Children's Products,Crayon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-09-04,False,True
572,Toys/Children's Products,Crayon,Lead,0.97,ppm,UNKNOWN OR NOT STATED,THAILAND,2012-09-04,False,False
573,Toys/Children's Products,Crayon,Lead,0.96,ppm,UNKNOWN OR NOT STATED,CHINA,2012-09-04,False,False
574,Toys/Children's Products,Coloring chalk,Lead,0.56,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-04,False,False
575,Toys/Children's Products,Coloring pencil,Lead,3.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-04,False,False
576,Food-Candy,Mini Manicho Candy,Lead,-1.0,ppm,Universal Sweet Industries S.A.,ECUADOR,2012-09-04,False,True
577,Food Other,Tango Mini,Lead,-1.0,ppm,Industrial Surindu S.A.,ECUADOR,2012-09-04,False,True
578,Toys/Children's Products,Red toy train,Lead,28.0,ppm,Ludorum PLC RCIL,CHINA,2012-09-05,True,False
579,Food-Spice,Oregano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,2012-09-05,False,True
580,Food Other,Soil from potted plants,Lead,13.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-05,True,False
581,Food-Spice,Jamaican curry powder,Lead,-1.0,ppm,Grace Kennedy LTD,JAMAICA,2012-09-07,False,True
582,Food-Spice,Ogbono,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,NIGERIA,2012-09-07,False,True
583,Food-Spice,Shrimp powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,NIGERIA,2012-09-07,False,True
584,Food-Spice,Palm Oil,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,NIGERIA,2012-09-07,False,True
585,Food Other,Baby tea,Lead,-1.0,ppm,GL for Nuki Infant,ISRAEL,2012-09-07,False,True
586,Toys/Children's Products,Blue monster truck,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-09-07,False,True
587,Toys/Children's Products,Sport car,Lead,-1.0,ppm,Mattel,MALAYSIA,2012-09-07,False,True
588,Toys/Children's Products,Red toy car with white stripes,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-09-07,False,True
589,Dietary Supplement/Medications/Remedy,Bitters,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2012-09-07,False,True
590,Toys/Children's Products,Yellow crayon,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-11,False,True
591,Toys/Children's Products,Yellow Oil Pastel,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-11,False,False
592,Toys/Children's Products,Colored pencil,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-12,False,False
593,Toys/Children's Products,Power Rangers Super Samurai,Lead,-1.0,ppm,Power Rangers LLC,CHINA,2012-09-12,False,True
594,Other,Sofa cover,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-12,True,False
595,Food-Spice,Tunisian spice mixture,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,TUNISIA,2012-09-12,False,True
596,Food Other,Hot pepper paste,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,TUNISIA,2012-09-12,False,True
597,Food-Spice,Oxtail Seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-09-19,False,True
598,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Arsenic,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20,False,True
599,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Lead,7.4,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20,True,False
600,Dietary Supplement/Medications/Remedy,Unlabeled powder (Ayurvedic),Mercury,8300.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-09-20,True,False
601,Dietary Supplement/Medications/Remedy,Laxmi Vilas Ras (Nardiya) (Ayurvedic),Arsenic,-1.0,ppm,Dabur,INDIA,2012-09-20,False,True
602,Dietary Supplement/Medications/Remedy,Laxmi Vilas Ras (Nardiya) (Ayurvedic),Lead,2.4,ppm,Dabur,INDIA,2012-09-20,False,False
603,Dietary Supplement/Medications/Remedy,Laxmi Vilas Ras (Nardiya) (Ayurvedic),Mercury,59000.0,ppm,Dabur,INDIA,2012-09-20,True,False
604,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Arsenic,1300.0,ppm,Amrita Drugs,INDIA,2012-09-20,True,False
605,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Lead,31000.0,ppm,Amrita Drugs,INDIA,2012-09-20,True,False
606,Dietary Supplement/Medications/Remedy,Swarna Malini Vasant (Ayurvedic),Mercury,32000.0,ppm,Amrita Drugs,INDIA,2012-09-20,True,False
607,Food-Spice,Black pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2012-09-27,False,True
608,Food-Spice,Red pepper,Lead,1500.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2012-09-27,True,False
609,Toys/Children's Products,Painted maracas,Lead,63000.0,ppm,UNKNOWN OR NOT STATED,ECUADOR,2012-10-04,True,False
610,Toys/Children's Products,RoseArt Crayon,Lead,1.5,ppm,MEGA,UNKNOWN OR NOT STATED,2012-10-05,False,False
611,Toys/Children's Products,Blue toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-09,False,True
612,Toys/Children's Products,Orange toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-09,False,True
613,Toys/Children's Products,Yellow toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-09,False,True
614,Cosmetics,Eye Max,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,2012-10-11,False,True
615,Food Other,Red Food Color,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-10-11,False,True
616,Food Other,Yellow Food Coloring,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-10-11,False,True
617,Food Other,Green Food Coloring,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-10-11,False,True
618,Food-Spice,Curry Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2012-10-11,False,True
619,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2012-10-11,False,True
620,Food-Spice,Georgian spice,Lead,8000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16,True,False
621,Food-Spice,Unlabeled Green Powder,Lead,56.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16,True,False
622,Food-Spice,Unlabeled Green Leafy Herb,Lead,5.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16,True,False
623,Food-Spice,Leafy spice,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16,False,False
624,Food-Spice,Unlabeled spice,Lead,1.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-10-16,False,False
625,Food Other,Plantain Flour,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GHANA,2012-10-22,False,True
626,Food-Spice,Ginger powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,False,True
627,Food-Spice,Moroccan spice,Lead,58.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,True,False
628,Food-Spice,Hot paprika,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,False,True
629,Food-Spice,Sweet pepper,Lead,120.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,True,False
630,Food-Spice,Black pepper,Lead,2.6,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,False,False
631,Food-Spice,Curry powder,Lead,3.8,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,False,False
632,Religious powder,Incense,Lead,3.8,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-10-22,False,False
633,Food Other,Cassava flour,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,IVORY COAST,2012-10-24,False,True
634,Cosmetics,Surma (Hashmi),Lead,930000.0,ppm,Hashmi Surmi,UNKNOWN OR NOT STATED,2012-11-21,True,False
635,Cosmetics,Kumkum powder,Lead,15.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,True,False
636,Cosmetics,Roli Kumkum,Lead,14.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,True,False
637,Cosmetics,Roli Kumkum,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,True
638,Religious powder,Sindoor,Lead,16.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21,True,False
639,Religious powder,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21,False,True
640,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21,False,True
641,Cosmetics,Kumkum powder,Lead,3.0,ppm,Shingar Limited,INDIA,2012-11-21,False,False
642,Religious powder,Sindoor,Lead,0.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21,False,False
643,Religious powder,Sindoor,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-21,False,True
644,Religious powder,Red Sindoor,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,False
645,Religious powder,Red Sindoor,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,True
646,Dietary Supplement/Medications/Remedy,SOMVA-34  (Ayurvedic),Lead,-1.0,ppm,Sheth Bros,INDIA,2012-11-21,False,True
647,Religious powder,Gulal powder,Lead,16.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,True,False
648,Religious powder,Abil powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,True
649,Food-Spice,Food coloring powder,Lead,-1.0,ppm,Preema International Limited,UNITED KINGDOM,2012-11-21,False,True
650,Food-Spice,Food coloring powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,True
651,Food-Spice,Food coloring powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-11-21,False,True
652,Food Other,Chapulines,Lead,53.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-11-26,True,False
653,Food-Spice,Curry,Lead,0.51,ppm,Edward Beharry,GUYANA,2012-11-29,False,False
654,Food-Candy,Dulces Vero mango,Lead,-1.0,ppm,elaboradopor confitera Mexicana,MEXICO,2012-11-29,False,True
655,Toys/Children's Products,Crayon,Lead,2.7,ppm,UNKNOWN OR NOT STATED,GERMANY,2012-11-30,False,False
656,Religious powder,Sindoor,Lead,570000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,True,False
657,Religious powder,Sindoor,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,True
658,Religious powder,Asthagandha powder,Lead,9.9,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,True,False
659,Religious powder,Gulal powder,Lead,10.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,True,False
660,Religious powder,Gulal powder,Mercury,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,True
661,Cosmetics,Kumkum powder,Lead,3.2,ppm,Y.V.S.&Co. Madras,INDIA,2012-12-03,False,False
662,Religious powder,Bhai Tika (orange powder),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,True
663,Religious powder,Bhai Tika,Lead,2.3,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,False
664,Religious powder,Bhai Tika,Lead,2.6,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,False
665,Religious powder,Bhai Tika (yellow powder),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,True
666,Religious powder,Bhai Tika,Lead,36.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,True,False
667,Religious powder,Bhai Tika,Lead,2.9,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,False
668,Religious powder,Bhai Tika (white powder),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-12-03,False,True
669,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Arsenic,1200.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2012-12-03,True,False
670,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Lead,81.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2012-12-03,True,False
671,Dietary Supplement/Medications/Remedy,Abhrak Bhasma (Ayurvedic),Mercury,23.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2012-12-03,True,False
672,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Arsenic,-1.0,ppm,Goodcare Pharma (P) Ltd.,INDIA,2012-12-03,False,True
673,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Lead,-1.0,ppm,Goodcare Pharma (P) Ltd.,INDIA,2012-12-03,False,True
674,Dietary Supplement/Medications/Remedy,Shatavari Capsules (Ayurvedic),Mercury,0.076,ppm,Goodcare Pharma (P) Ltd.,INDIA,2012-12-03,False,False
675,Food-Candy,Chocolate candy,Lead,-1.0,ppm,Kraft Foods Pakistan LTD,PAKISTAN,2012-12-11,False,True
676,Food Other,Chapulines,Lead,340.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2012-12-12,True,False
677,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-12-12,False,True
678,Food-Spice,Paprika,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-12-12,False,True
679,Food-Spice,Cumin Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-12-12,False,True
680,Food-Spice,Cinnamon Powder,Lead,4.4,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-12-12,False,False
681,Food-Spice,Ginger Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2012-12-12,False,True
682,Cosmetics,Kajal,Lead,6.3,ppm,Hashmi,PAKISTAN,2012-12-18,True,False
683,Food-Spice,Coriander powder,Lead,-1.0,ppm,MOHO (?),UNKNOWN OR NOT STATED,2012-12-18,False,True
684,Food-Spice,Chilli powder,Lead,-1.0,ppm,MOHO?,UNKNOWN OR NOT STATED,2012-12-18,False,True
685,Food-Spice,Garam Masala,Lead,8.8,ppm,MOHO?,UNKNOWN OR NOT STATED,2012-12-18,True,False
686,Food Other,Orange food coloring,Lead,3.5,ppm,Preema International Limited,UNITED KINGDOM,2012-12-18,False,False
687,Food-Spice,Turmeric powder,Lead,58.0,ppm,MOHO?,UNKNOWN OR NOT STATED,2012-12-18,True,False
688,Food-Spice,Turmeric powder,Lead,1.3,ppm,IBCO Food Industries Ltd.,BANGLADESH,2012-12-18,False,False
689,Food-Spice,Turmeric powder,Lead,4.1,ppm,"Square Consumer Products, Ltd.",BANGLADESH,2012-12-18,False,False
690,Food-Spice,Turmeric powder,Lead,-1.0,ppm,Aftab Foods Ltd,BANGLADESH,2012-12-18,False,True
691,Jewelry,Earring,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-12-20,False,True
692,Cosmetics,Surma,Lead,310000.0,ppm,RANJA,SAUDI ARABIA,2012-12-27,True,False
693,Dietary Supplement/Medications/Remedy,Kapah,Lead,2.0,ppm,KAPAH,AFGHANISTAN,2012-12-27,False,False
694,Cosmetics,Surma,Lead,450000.0,ppm,UNKNOWN OR NOT STATED,MOROCCO,2013-01-07,True,False
695,Food-Spice,Red Spice,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-11,False,False
696,Food-Spice,Okra seasoning,Lead,5.5,ppm,UNKNOWN OR NOT STATED,MALI,2013-01-15,True,False
697,Food-Candy,Palerindas,Lead,1.3,ppm,Palerindas,MEXICO,2013-01-22,False,False
698,Toys/Children's Products,Yellow donut shape wheel,Lead,290.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-22,True,False
699,Food-Spice,Curry Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-25,False,True
700,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-01-25,False,True
701,Food-Spice,Chili powder,Lead,-1.0,ppm,National Foods Limited (intl division),PAKISTAN,2013-01-25,False,True
702,Food-Spice,Mix Spices,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-01-25,False,True
703,Food-Spice,Paprika/Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,HUNGARY,2013-02-01,False,True
704,Food-Spice,Curry,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GUYANA,2013-02-02,False,True
705,Food-Spice,Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GUYANA,2013-02-02,False,True
706,Toys/Children's Products,Toy balls,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-02,False,True
707,Toys/Children's Products,Toy,Lead,4.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-02,False,False
708,Toys/Children's Products,Pacifier,Lead,2.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-02,False,False
709,Toys/Children's Products,Pacifier,Lead,2.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-02,False,False
710,Food-Spice,Meat Spices,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-05,False,True
711,Dietary Supplement/Medications/Remedy,Forty Malt,Lead,-1.0,ppm,Labortories Dr. Collado,DOMINICAN REPUBLIC,2013-02-07,False,True
712,Food Other,Cheese,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MELNESIA,2013-02-07,False,True
713,Food-Spice,Chili powder,Lead,9.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,True,False
714,Food-Spice,Chili Powder,Lead,49.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,True,False
715,Food-Spice,Coriander Powder,Lead,1.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,False,False
716,Food-Spice,Cinnamon Powder,Lead,880.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,True,False
717,Food-Spice,Cumin Powder,Lead,560.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,True,False
718,Food-Spice,Turmeric Powder,Lead,2.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,False,False
719,Food-Spice,Black Pepper,Lead,85.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-02-14,True,False
720,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-02-20,False,True
721,Food-Spice,Spice,Lead,53.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-02-20,True,False
722,Food-Spice,Turmeric,Lead,640.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-02-20,True,False
723,Food Other,Spicy Trail Mix,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-02-20,False,True
724,Food-Spice,Xmeli,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21,False,True
725,Food-Spice,Xarcho,Lead,1.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21,False,False
726,Food-Spice,Georgian spice (Ucho),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21,False,True
727,Food-Spice,Yellow Flower,Lead,1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2013-02-21,False,False
728,Jewelry,Pink Bracelet,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-03-05,False,False
729,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-03-05,False,True
730,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-03-05,False,True
731,Food-Spice,Turmeric,Lead,48.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05,True,False
732,Food Other,Red Pepper,Lead,0.42,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05,False,False
733,Food-Spice,Cumin,Lead,0.36,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05,False,False
734,Food Other,Big Cardamom,Lead,0.35,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2013-03-05,False,False
735,Tableware/Pottery,Plastic bowl,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2013-03-15,False,True
736,Cosmetics,Tepezcohuite,Lead,-1.0,ppm,Technobotanica de Mexico,MEXICO,2013-03-15,False,True
737,Cosmetics,Brown powder,Lead,0.38,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-03-15,False,False
738,Cosmetics,Surma,Lead,1.4,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-03-15,False,False
739,Food-Spice,Garam Masala Powder,Lead,0.57,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22,False,False
740,Food-Spice,Coriander Powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22,False,False
741,Food-Spice,Chili Powder,Lead,2.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22,False,False
742,Food-Spice,Turmeric powder,Lead,770.0,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22,True,False
743,Cosmetics,Surma,Lead,0.99,ppm,UNKNOWN OR NOT STATED,INDIA,2013-03-22,False,False
744,Food Other,Kajoli Fish,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2013-03-22,False,True
745,Food-Spice,Whole red pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2013-03-29,False,True
746,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
747,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
748,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
749,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
750,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
751,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
752,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
753,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Lead,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
754,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
755,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1.0,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,2013-03-29,False,True
